Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P56711,37335,Conotoxin O-superfamily,32,,Venom,,Gamma-carboxyglutamic acid; Hydroxylation,Gamma-carboxyglutamic acid:2; Hydroxylation:1,,,,,,,,both,32,32,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P15472,6491,Conotoxin O-superfamily,34,,,,Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:3; Hydroxylation:2; Gamma-carboxyglutamic acid:1,,,,,,,,both,34,34,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P19003,8607,Snake toxin family,63,,Venom,LD(50) is 6.6 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,,,both,63,63,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
P19004,8607,Snake toxin family,64,,Venom,LD(50) is 9.4 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,,,both,64,64,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
Q9W716,8656,Snake toxin family,83,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,62,62,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P24742,8633,Snake toxin family,41,fragment,Venom,,,Disulfide bond:2,,,,,,,,both,41,41,Calliophis bivirgatus,Chordata,Lepidosauria,Squamata,Elapidae,Calliophis,Calliophis bivirgatus,terrestrial,terrestrial
Q91137,8656,Snake toxin family,83,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,62,62,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P79688,8616,Snake toxin family,86,,Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,65,65,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P24778,8626,Snake toxin family,63,,Venom,LD(50) is 33.5 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,,,both,63,63,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
P62375,8656,Snake toxin family,83,,Venom; Venom gland,,,Disulfide bond:4,Yes,,,,,,,both,62,62,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P14541,8649,Snake toxin family,62,,Venom,,,Disulfide bond:4,,,,,,,,both,62,62,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P62377,35670,Snake toxin family,62,,Venom,LD(50) is 60 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,,,both,62,62,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
Q7Z0A5,61198,Conotoxin I-superfamily,45,fragment,Venom duct,,,,,Yes,,,,,,both,45,44,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A0,61198,Conotoxin I-superfamily,44,fragment,Venom duct,,,,,Yes,,,,,,both,44,43,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A4,61198,Conotoxin I-superfamily,45,fragment,Venom duct,,,,,Yes,,,,,,both,45,44,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A3,61198,Conotoxin I-superfamily,45,fragment,Venom duct,,,,,Yes,,,,,,both,45,44,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z092,61198,Conotoxin I-superfamily,46,,Venom; Venom duct,,Hydroxylation,Hydroxylation:3,,,,,,,,both,46,46,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A2,61198,Conotoxin I-superfamily,42,,Venom duct,,,,,,,,,,,both,42,42,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A1,61198,Conotoxin I-superfamily,42,,Venom duct,,,,,,,,,,,both,42,42,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z093,61198,Conotoxin I-superfamily,46,,Venom duct,,Hydroxylation,Hydroxylation:3,,,,,,,,both,46,46,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z097,61198,Conotoxin I-superfamily,46,fragment,Venom duct,,,,,Yes,,,,,,both,46,45,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z0A6,61198,Conotoxin I-superfamily,42,,Venom duct,,,,,,,,,,,both,42,42,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z099,61198,Conotoxin I-superfamily,46,fragment,Venom duct,,,,,Yes,,,,,,both,46,45,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z090,61198,Conotoxin I-superfamily,40,,Venom duct,,,,,,,,,,,both,40,40,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z096,61198,Conotoxin I-superfamily,44,fragment,Venom; Venom duct,,Bromination; Hydroxylation,Hydroxylation:3; Bromination:1,,Yes,,,,,,both,44,43,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z098,61198,Conotoxin I-superfamily,46,fragment,Venom duct,,,,,Yes,,,,,,both,46,45,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z094,61198,Conotoxin I-superfamily,46,,Venom; Venom duct,,Bromination; Hydroxylation,Hydroxylation:3; Bromination:1,,,,,,,,both,46,46,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z095,61198,Conotoxin I-superfamily,46,,Venom duct,,Hydroxylation,Hydroxylation:3,,,,,,,,both,46,46,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7Z091,61198,Conotoxin I-superfamily,41,,Venom; Venom duct,,Bromination; Hydroxylation,Hydroxylation:2; Bromination:1,,,,,,,,both,41,41,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7M4K5,61198,Conotoxin I-superfamily,37,,Venom,,Bromination; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:2; Bromination:1,,,,,,,,both,37,37,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P58921,6493,Conotoxin A-superfamily,69,,Venom,,Amidation; Glycoprotein; Hydroxylation; Pyrrolidone carboxylic acid,Disulfide bond:3; Hydroxylation:3; Amidation:1; Glycosylation:1; Pyrrolidone carboxylic acid:1,Yes,Yes,,,,,,both,48,30,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P56633,41690,Conotoxin O-superfamily,72,,Venom,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,Yes,Yes,,,,,,both,50,27,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P07231,6491,Conantokin family,100,,Venom duct,,Amidation; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:5; Amidation:1,Yes,Yes,,,,,,both,79,17,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P18512,6494,Conotoxin O-superfamily,77,,,,Cleavage on pair of basic residues,Disulfide bond:3,Yes,Yes,,,,,,both,55,26,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P18513,6494,Conotoxin O-superfamily,77,,,,Cleavage on pair of basic residues,Disulfide bond:3,Yes,Yes,,,,,,both,55,26,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58806,61198,Conantokin family,27,,Venom,,Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Disulfide bond:1,,,,,,,,both,27,27,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P17684,6495,Conantokin family,21,,Venom,,Amidation; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Amidation:1,,,,,,,,both,21,21,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
Q7YZS9,89427,Conotoxin O-superfamily,67,,Venom; Venom duct,,,,Yes,Yes,,,,,,both,41,34,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
P58807,42752,Chi/lambda-conotoxin family,11,,Venom,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,,,both,11,11,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58808,42752,Chi/lambda-conotoxin family,61,,Venom; Venom duct,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,Yes,Yes,,,,,,both,42,13,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58809,42752,Chi/lambda-conotoxin family,12,,Venom,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,,,both,12,12,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P58810,42752,Chi/lambda-conotoxin family,13,,Venom,,Hydroxylation,Disulfide bond:2; Hydroxylation:1,,,,,,,,both,13,13,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9PW19,102640,Snake toxin family,103,,Venom gland,,,Disulfide bond:5,Yes,,,,,,,venom_tissue,82,82,Bungarus multicinctus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9YGH0,8616,Snake toxin family,103,,Venom gland,,,Disulfide bond:5,Yes,,,,,,,venom_tissue,82,82,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P01523,6491,Conotoxin M-superfamily,22,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,,,both,22,22,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58925,41690,Conotoxin M-superfamily,27,fragment,Venom duct,,Amidation; Cleavage on pair of basic residues; Hydroxylation; Pyrrolidone carboxylic acid,Disulfide bond:3; Hydroxylation:2; Amidation:1; Pyrrolidone carboxylic acid:1,,Yes,,,,,,both,27,22,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P60207,89452,Conotoxin M-superfamily,31,fragment,Venom duct,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,Yes,,,,,,both,31,22,Conus stercusmuscarum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus stercusmuscarum,marine,marine
Q86DU6,6493,Conotoxin M-superfamily,73,,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,Yes,,,,,,both,53,22,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P01524,6491,Conotoxin M-superfamily,22,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,,,both,22,22,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P05482,6491,Conotoxin M-superfamily,22,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,,,both,22,22,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58926,37335,Conotoxin M-superfamily,17,,,,,Disulfide bond:3,,,,,,,,both,17,17,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P58927,37335,Conotoxin M-superfamily,17,,,,,Disulfide bond:3,,,,,,,,both,17,17,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P56708,42752,Conotoxin O-superfamily,31,,Venom,,,Disulfide bond:3,,,,,,,,both,31,31,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q26443,42752,Conotoxin O-superfamily,82,,Venom,,Cleavage on pair of basic residues,Disulfide bond:3,Yes,Yes,,,,,,both,60,31,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9XYZ0,93154,Conotoxin O-superfamily,80,,,,,Disulfide bond:3,Yes,Yes,,,,,,both,58,31,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q9XZL4,6493,Conotoxin O-superfamily,72,,Venom duct,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,Yes,Yes,,,,,,both,50,24,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK8,6494,Conotoxin O-superfamily,76,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,54,25,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9XYZ1,93154,Conotoxin O-superfamily,74,,,,,Disulfide bond:3,Yes,Yes,,,,,,both,52,28,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q9XZL5,6493,Conotoxin O-superfamily,72,,Venom duct,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,Yes,Yes,,,,,,both,50,24,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZK9,6494,Conotoxin O-superfamily,76,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,54,24,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9XZK2,6493,Conotoxin O-superfamily,71,,Venom duct,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,49,26,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL0,6494,Conotoxin O-superfamily,76,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,54,24,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9XZK3,6493,Conotoxin O-superfamily,78,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,56,36,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL1,6494,Conotoxin O-superfamily,81,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,59,29,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9XZK4,6493,Conotoxin O-superfamily,77,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,55,35,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL2,6494,Conotoxin O-superfamily,76,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,54,26,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58917,101291,Conotoxin O-superfamily,71,,Venom; Venom duct,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,49,25,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P56712,37335,Conotoxin O-superfamily,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,31,31,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P58914,61198,Conotoxin O-superfamily,27,,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,,,,both,27,27,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P28880,6493,Conotoxin O-superfamily,72,,Venom; Venom duct,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,Yes,Yes,,,,,,both,50,24,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58915,6495,Conotoxin O-superfamily,26,,,,Hydroxylation,Disulfide bond:3; Hydroxylation:3,,,,,,,,both,26,26,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P58918,101291,Conotoxin O-superfamily,25,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,25,25,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P56713,37335,Conotoxin O-superfamily,30,,Venom,,,Disulfide bond:3,,,,,,,,both,30,30,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
P28881,6493,Conotoxin O-superfamily,72,,Venom; Venom duct,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,50,26,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58919,101291,Conotoxin O-superfamily,26,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,26,26,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P58920,101291,Conotoxin O-superfamily,73,,Venom; Venom duct,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,51,27,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P01522,6491,Conotoxin O-superfamily,73,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,Yes,Yes,,,,,,both,51,81,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q9XZK5,6493,Conotoxin O-superfamily,82,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,60,31,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9XZL3,6494,Conotoxin O-superfamily,82,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,60,32,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58916,101297,Conotoxin O-superfamily,27,,Venom,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,,,both,27,27,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
P05484,6492,Conotoxin O-superfamily,71,,Venom duct,,Amidation,Disulfide bond:3; Amidation:1,Yes,Yes,,,,,,both,49,25,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P05485,6492,Conotoxin O-superfamily,25,,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,25,25,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P37300,6492,Conotoxin O-superfamily,29,fragment,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,Yes,,,,,,both,29,26,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
Q26350,6492,Conotoxin O-superfamily,29,fragment,,,Amidation,Disulfide bond:3; Amidation:1,,Yes,,,,,,both,29,25,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P05483,6491,Conotoxin O-superfamily,29,,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,,,,both,29,29,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P56714,6494,Conotoxin O-superfamily,26,,Venom,,,Disulfide bond:3,,,,,,,,both,26,26,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P83301,117992,Conotoxin O-superfamily,33,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,GO:0046929 (negative regulation of neurotransmitter sec...); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0046929 (negative regulation of neurotransmitter sec...); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),,both,33,33,Conus ventricosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ventricosus,marine,marine
P56529,41690,Conotoxin M-superfamily,27,fragment,Venom,,Amidation; Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,Yes,,,,,,both,27,24,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P60245,41690,Conotoxin M-superfamily,24,,Venom,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,,,both,24,24,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q8I6V7,101314,Conotoxin P-superfamily,90,,Venom duct,,,Disulfide bond:3,Yes,Yes,,,,,,both,70,30,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
P58811,6495,Rho-conotoxin family,19,,Venom,,Amidation,Disulfide bond:2; Amidation:1,,,,,,,,both,19,19,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P58924,6491,Conotoxin S-superfamily,42,fragment,Venom,,Amidation; Bromination; Hydroxylation,Disulfide bond:5; Amidation:1; Bromination:1; Hydroxylation:1,,,,,,,,both,42,41,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58844,6491,,29,,,,Amidation; Gamma-carboxyglutamic acid,Disulfide bond:2; Amidation:1; Gamma-carboxyglutamic acid:1,,,,,,,,both,29,29,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58846,6494,Conotoxin M-superfamily,12,,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,,,both,12,12,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P58782,55423,Alpha-A-conotoxin family,30,,Venom,,Amidation; Hydroxylation,Hydroxylation:5; Disulfide bond:3; Amidation:1,,,,,,,,both,30,30,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P58783,55423,Alpha-A-conotoxin family,30,,Venom,,Amidation; Hydroxylation,Hydroxylation:5; Disulfide bond:3; Amidation:1,,,,,,,,both,30,30,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
O77256,35631,,59,,,,,,Yes,Yes,,,,,,venom_tissue,34,10,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P83390,198732,Conotoxin P-superfamily,27,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,,,both,27,27,Conus amadis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus amadis,marine,marine
P81662,6123,Sea anemone tenebrosin family,176,,,,,,,,,,,,,kw_toxin,176,176,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
P07845,6123,Sea anemone tenebrosin family,175,,,,,,,,,,,,,kw_toxin,175,175,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
P81742,8702,Disintegrin family,69,,Venom,,,Disulfide bond:6,,,,,,,,venom_tissue,69,69,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
P81743,8702,Disintegrin family,68,,Venom,,,Disulfide bond:6,,,,,,,,venom_tissue,68,68,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
P17349,88086,Peptidase M12B family,481,,Venom; Venom gland,,Zymogen,Disulfide bond:6,Yes,Yes,,,,,,venom_tissue,461,272,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
Q90YA6,88086,Peptidase M12B family,481,,Venom; Venom gland,,Zymogen,Disulfide bond:7,Yes,Yes,,,,,,venom_tissue,461,272,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
P81630,40353,Disintegrin family,67,,Venom,,,Disulfide bond:3,,,,,,,,venom_tissue,67,67,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P81631,40353,Disintegrin family,67,,Venom,,,Disulfide bond:3,,,,,,,,venom_tissue,67,67,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P82465,124223,Disintegrin family,68,,Venom,,,Disulfide bond:5,,,,,,,,venom_tissue,68,68,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P82466,124223,Disintegrin family,69,,Venom,,,Disulfide bond:5,,,,,,,,venom_tissue,69,69,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P83043,8697,Disintegrin family,65,,Venom,,,Disulfide bond:6,,,,,,,,venom_tissue,65,65,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
P83044,8697,Disintegrin family,65,,Venom,,,Disulfide bond:6,,,,,,,,venom_tissue,65,65,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
Q805F7,8713,Disintegrin family,111,,Venom,,,Disulfide bond:6,Yes,Yes,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,,,venom_tissue,91,63,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
