Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P0DM14,2211175,Neurotoxin 10 (Hwtx-1) family,34,,,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,34,34,Phlogiellus sp. PE-2016,Arthropoda,Arachnida,Araneae,Theraphosidae,Phlogiellus,Phlogiellus sp. PE-2016,terrestrial,terrestrial
P60514,179874,Psalmotoxin-1 family,40,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,40,40,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
P20798,6950,,279,,,,Disulfide bond,,Yes,Yes,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,265,252,Pyemotes tritici,Arthropoda,Arachnida,Trombidiformes,Pyemotidae,Pyemotes,Pyemotes tritici,terrestrial,terrestrial
P85504,503929,Neurotoxin 12 (Hwtx-2) family,39,,Venom,LD(50) is 9.2 +-0.9 mg/kg in juvenile house crickets (Acheta domesticus).,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,39,39,Brachypelma ruhnaui,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma ruhnaui,terrestrial,terrestrial
P61231,269635,Neurotoxin 30 (phrixotoxin) family,31,,,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,31,31,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial,terrestrial
P49268,12944,Neurotoxin 13 (insecticidal toxin ABC) family,37,,Venom,LD(50) is 133 pmol/g in the tobacco hornworm Manduca sexta (PubMed:1440641). LD(50) is more than 2.66 pmol/g against the beet armyworm Spodoptera exigua (PubMed:1440641). PD(50) is 700 +- 35 pmol/g in adult Australian sheep blowfly (Lucilia cuprina) (at 24 hours post-injection).,Disulfide bond,Disulfide bond:4,,,GO:0044487 (envenomation resulting in modulation of transmission of nerve impulse in another organism); GO:0044475 (envenomation resulting in negative regulation of high voltage-gated calcium channel activity in another organism); GO:0044476 (envenomation resulting in negative regulation of low voltage-gated calcium channel activity in another organism); GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0044487 (envenomation resulting in modulation of transmission of nerve impulse in another organism); GO:0044475 (envenomation resulting in negative regulation of high voltage-gated calcium channel activity in another organism); GO:0044476 (envenomation resulting in negative regulation of low voltage-gated calcium channel activity in another organism); GO:0044493 (envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism),GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,37,37,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P0DMD9,503929,Neurotoxin 12 (Hwtx-2) family,89,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,66,39,Brachypelma ruhnaui,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma ruhnaui,terrestrial,terrestrial
P49266,54074,Neurotoxin 10 (Hwtx-1) family,34,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,34,34,Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma smithi,terrestrial,terrestrial
P49271,12944,Neurotoxin 14 (magi-1) family,32,,Venom,LD(50) is 1.40 mg/kg by subcutaneous injection.,Disulfide bond,Disulfide bond:3,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,32,32,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P36989,33319,,46,,Venom,,Disulfide bond,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,46,46,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P0DUT4,1372962,Limacoditoxin-13 family,35,,Venom,,Amidation,Amidation:1,Yes,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,15,14,Doratifera vulnerans,Arthropoda,Insecta,Lepidoptera,Limacodidae,Doratifera,Doratifera vulnerans,terrestrial,terrestrial
Q0ZZJ6,29156,Venom complement C3 homolog family,1652,,Venom; Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Thioester bond,Disulfide bond:12; Cross-link:1,Yes,Yes,GO:0006956 (complement activation); GO:0006954 (inflammatory response); GO:0005615 (extracellular space); GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0006956 (complement activation); GO:0006954 (inflammatory response),GO:0005615 (extracellular space),GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,1630,1268,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
A0RZC6,29156,Venom complement C3 homolog family,1651,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein,Disulfide bond:12; Glycosylation:3,Yes,Yes,GO:0006956 (complement activation); GO:0006954 (inflammatory response); GO:0005615 (extracellular space); GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0006956 (complement activation); GO:0006954 (inflammatory response),GO:0005615 (extracellular space),GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),2: Evidence at transcript level,both,1629,1268,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
J3S836,8729,Venom complement C3 homolog family,1652,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Thioester bond,Disulfide bond:12; Cross-link:1,Yes,Yes,GO:0006956 (complement activation); GO:0006954 (inflammatory response); GO:0005615 (extracellular space); GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0006956 (complement activation); GO:0006954 (inflammatory response),GO:0005615 (extracellular space),GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),2: Evidence at transcript level,both,1630,1267,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q91132,8649,Venom complement C3 homolog family,1642,,Liver; Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein; Thioester bond,Disulfide bond:12; Glycosylation:4; Cross-link:1,Yes,Yes,GO:0006956 (complement activation); GO:0006954 (inflammatory response); GO:0005615 (extracellular space); GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0006956 (complement activation); GO:0006954 (inflammatory response),GO:0005615 (extracellular space),GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,1620,1258,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
I2C090,8665,Venom complement C3 homolog family,1641,,Venom; Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein; Thioester bond,Disulfide bond:12; Glycosylation:2; Cross-link:1,Yes,Yes,GO:0006956 (complement activation); GO:0006954 (inflammatory response); GO:0005615 (extracellular space); GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0006956 (complement activation); GO:0006954 (inflammatory response),GO:0005615 (extracellular space),GO:0004866 (endopeptidase inhibitor activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,1619,1256,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P0DRA0,7450,MCD family,65,,Venom; Venom gland,,Amidation,Amidation:1,Yes,Yes,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0045087 (innate immune response); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0045087 (innate immune response); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),GO:0090729 (toxin activity),1: Evidence at protein level,both,42,24,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial,terrestrial
C9WMM5,7460,Peptidase S10 family,467,,Venom duct,,Glycoprotein,Glycosylation:5,Yes,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004185 (serine-type carboxypeptidase activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004185 (serine-type carboxypeptidase activity),2: Evidence at transcript level,venom_tissue,449,449,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial,terrestrial
A6MGY1,412038,Venom Kunitz-type family,83,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,59,59,Demansia vestigiata,Chordata,Lepidosauria,Squamata,Elapidae,Demansia,Demansia vestigiata,terrestrial,terrestrial
B5L5Q1,169397,Venom Kunitz-type family,83,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),3: Inferred from homology,venom_tissue,59,59,Pseudonaja textilis textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
F8J2F5,66186,Venom Kunitz-type family,83,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,59,59,Drysdalia coronoides,Chordata,Lepidosauria,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,terrestrial,terrestrial
P0DN12,51769,Venom Kunitz-type family,82,,,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005615 (extracellular space); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,kw_toxin,66,59,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DN13,51769,Venom Kunitz-type family,82,,,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,kw_toxin,66,59,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P25660,8613,Venom Kunitz-type family,65,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0005615 (extracellular space); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,65,62,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
D2Y2C2,209901,Venom Kunitz-type family,88,,Venom gland,,Disulfide bond,Disulfide bond:2,Yes,Yes,GO:0044562 (envenomation resulting in negative regulation of voltage-gated potassium channel activity in another organism); GO:0005615 (extracellular space); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),GO:0044562 (envenomation resulting in negative regulation of voltage-gated potassium channel activity in another organism),GO:0005615 (extracellular space),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,61,55,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P0DN14,51769,Venom Kunitz-type family,82,,,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,kw_toxin,66,59,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
Q8AY43,92438,Venom Kunitz-type family,83,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,59,59,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
G9I929,1114302,Venom Kunitz-type family,84,,Venom; Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,Yes,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005576 (extracellular region),GO:0099106 (ion channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,60,60,Micrurus tener tener,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus tener,terrestrial,terrestrial
P0CY85,89438,Venom Kunitz-type family,88,,Venom duct,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,Yes,,GO:0005615 (extracellular space); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),3: Inferred from homology,both,65,64,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
A8Y7P1,343250,Venom Kunitz-type family,84,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P2,343250,Venom Kunitz-type family,84,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P3,343250,Venom Kunitz-type family,84,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P4,343250,Venom Kunitz-type family,84,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P5,343250,Venom Kunitz-type family,90,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,66,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P6,343250,Venom Kunitz-type family,84,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
A8Y7P0,343250,Venom Kunitz-type family,84,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,60,60,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
P0DN15,51769,Venom Kunitz-type family,87,,,,Disulfide bond,Disulfide bond:3,Yes,Yes,GO:0005615 (extracellular space); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),,GO:0005615 (extracellular space); GO:0042151 (nematocyst),GO:0015459 (potassium channel regulator activity); GO:0004867 (serine-type endopeptidase inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level,kw_toxin,71,59,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
Q8AY42,92438,Venom Kunitz-type family,83,,Venom gland,,Disulfide bond,Disulfide bond:3,Yes,,GO:0005615 (extracellular space); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005615 (extracellular space),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,59,59,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P85420,8725,Venom metalloproteinase (M12B) family,202,,Venom,,Disulfide bond,Disulfide bond:3,,,"GO:0044482 (envenomation resulting in blood vessel extracellular matrix damage, causing hemorrhagic damage in another organism); GO:0044484 (envenomation resulting in fibrinolysis in another organism); GO:0044358 (envenomation resulting in hemorrhagic damage in another organism); GO:0031640 (killing of cells of another organism); GO:0006508 (proteolysis); GO:0035893 (suppression of platelet aggregation in another organism); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0005509 (calcium ion binding); GO:0000287 (magnesium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding)","GO:0044482 (envenomation resulting in blood vessel extracellular matrix damage, causing hemorrhagic damage in another organism); GO:0044484 (envenomation resulting in fibrinolysis in another organism); GO:0044358 (envenomation resulting in hemorrhagic damage in another organism); GO:0031640 (killing of cells of another organism); GO:0006508 (proteolysis); GO:0035893 (suppression of platelet aggregation in another organism)",GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0005509 (calcium ion binding); GO:0000287 (magnesium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),1: Evidence at protein level,both,202,202,Bothrops atrox,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops atrox,terrestrial,terrestrial
P0DQT6,98334,Venom metalloproteinase (M12B) family,200,,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),1: Evidence at protein level,venom_tissue,200,200,Bothrops moojeni,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops moojeni,terrestrial,terrestrial
C0HJU2,1042543,Venom metalloproteinase (M12B) family,175,fragment,Venom,,Disulfide bond,Disulfide bond:3,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,175,175,Bothrops pauloensis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pauloensis,terrestrial,terrestrial
Q9W7S2,36307,Venom metalloproteinase (M12B) family,417,,Venom gland,,Disulfide bond; Zymogen,Disulfide bond:3,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),2: Evidence at transcript level,both,397,203,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P34179,8729,Venom metalloproteinase (M12B) family,203,,Venom,,Disulfide bond,Disulfide bond:2,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),1: Evidence at protein level,venom_tissue,203,203,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
P60244,36307,Venom metalloproteinase (M12B) family,197,,,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),1: Evidence at protein level,both,197,197,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q9PW35,36307,Venom metalloproteinase (M12B) family,413,,Venom; Venom gland,,Disulfide bond; Zymogen,Disulfide bond:3,Yes,Yes,GO:0044358 (envenomation resulting in hemorrhagic damage in another organism); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),GO:0044358 (envenomation resulting in hemorrhagic damage in another organism); GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity); GO:0008270 (zinc ion binding),1: Evidence at protein level,both,393,203,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
