identifier,Protein families,Phylum,has_signal_peptide
A0SPI1,Other,Arthropoda,yes
P17233,Other,Arthropoda,no
P01518,Other,Arthropoda,no
P17235,Other,Arthropoda,no
P17232,Other,Arthropoda,no
P0DQH7,Other,Mollusca,no
P0DQH8,Other,Mollusca,no
P0DUQ4,Other,Mollusca,yes
P58805,Other,Mollusca,no
P0DRG4,,Arthropoda,no
P0DRE6,,Arthropoda,no
P0DRG5,,Arthropoda,no
P0DRG6,,Arthropoda,no
P0DRG7,,Arthropoda,no
A0A125S9F9,,Mollusca,yes
P0DUB0,,Mollusca,yes
D2Y168,,Mollusca,yes
P0DM98,,Mollusca,no
A0A125S9G3,,Mollusca,yes
P0DQZ1,,Mollusca,yes
E3P6N9,Other,Chordata,yes
P0DQT8,Other,Arthropoda,yes
P0DQN8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DQN9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q3BER4,Other,Chordata,yes
P0C6A4,Other,Chordata,no
P0C6B0,Other,Chordata,no
P83041,Other,Chordata,no
P82465,Other,Chordata,yes
P0C6A6,Other,Chordata,no
P83043,Other,Chordata,no
P83044,Other,Chordata,no
P81742,Other,Chordata,no
Q805F7,Other,Chordata,yes
Q805F5,Other,Chordata,yes
C9E1S2,Other,Chordata,yes
Q3BK16,Other,Chordata,yes
P0C6A3,Other,Chordata,no
P0C6B4,Other,Chordata,no
P0C6B5,Other,Chordata,no
P0C8B2,,Chordata,yes
P0C1B7,Other,Arthropoda,no
A0A1L4BJ98,Arthropod phospholipase D family,Arthropoda,yes
P0DP97,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q1L658,Peptidase S1 family,Chordata,yes
D2Y2A4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2A5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2A6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2A7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2A8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2A9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2B0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2B1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2H3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2H4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2C0,Other,Arthropoda,yes
D2Y2K2,Other,Arthropoda,yes
D2Y2K3,Other,Arthropoda,yes
D2Y2K4,Other,Arthropoda,yes
D2Y213,Other,Arthropoda,yes
D2Y2K1,Other,Arthropoda,yes
D2Y2N1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y244,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y247,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2G7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2G8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2G9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2M0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2M2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2M3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2M9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
D2Y2N7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DL57,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DL58,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0CH70,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH72,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CH77,Other,Arthropoda,no
C0HLL4,Other,Arthropoda,no
P0C609,Other,Mollusca,no
P0C612,Other,Mollusca,no
P0C614,Other,Mollusca,no
P0C608,Other,Mollusca,no
P0C610,Other,Mollusca,no
Q7Z095,Other,Mollusca,no
P0C611,Other,Mollusca,no
A0A125S9E0,Other,Mollusca,yes
P0C607,Other,Mollusca,yes
Q7Z094,Other,Mollusca,no
P84197,Other,Mollusca,no
Q7Z092,Other,Mollusca,no
Q7Z096,Other,Mollusca,yes
Q7Z091,Other,Mollusca,no
Q7M4K5,Other,Mollusca,no
Q7Z0A2,Other,Mollusca,no
Q7Z0A1,Other,Mollusca,no
Q7Z093,Other,Mollusca,no
Q9U3Z3,Other,Mollusca,yes
Q5I4E5,Other,Mollusca,yes
P69494,Other,Mollusca,yes
P69498,Other,Mollusca,yes
P69499,Other,Mollusca,yes
P83244,Short scorpion toxin superfamily,Arthropoda,no
P84630,Short scorpion toxin superfamily,Arthropoda,no
P0C8L2,Short scorpion toxin superfamily,Arthropoda,no
Q967F9,Short scorpion toxin superfamily,Arthropoda,yes
Q95NK7,Short scorpion toxin superfamily,Arthropoda,yes
Q9BJX2,Short scorpion toxin superfamily,Arthropoda,yes
Q9BKB4,Short scorpion toxin superfamily,Arthropoda,yes
A0A059U906,Short scorpion toxin superfamily,Arthropoda,yes
A0ASK0,Short scorpion toxin superfamily,Arthropoda,yes
P60233,Short scorpion toxin superfamily,Arthropoda,no
Q8I0L5,Short scorpion toxin superfamily,Arthropoda,yes
P60208,Short scorpion toxin superfamily,Arthropoda,no
Q867F4,Short scorpion toxin superfamily,Arthropoda,yes
Q86SD8,Short scorpion toxin superfamily,Arthropoda,yes
P84777,Short scorpion toxin superfamily,Arthropoda,yes
Q5K0E0,Short scorpion toxin superfamily,Arthropoda,yes
Q86BX0,Short scorpion toxin superfamily,Arthropoda,yes
D9U2A8,Short scorpion toxin superfamily,Arthropoda,yes
P0DJO5,Short scorpion toxin superfamily,Arthropoda,yes
P0C173,Short scorpion toxin superfamily,Arthropoda,no
P13487,Short scorpion toxin superfamily,Arthropoda,yes
P45628,Short scorpion toxin superfamily,Arthropoda,yes
P24663,Short scorpion toxin superfamily,Arthropoda,no
P0C167,Short scorpion toxin superfamily,Arthropoda,no
Q9NII6,Short scorpion toxin superfamily,Arthropoda,yes
Q9NII5,Short scorpion toxin superfamily,Arthropoda,yes
P83112,Short scorpion toxin superfamily,Arthropoda,no
P0C182,Short scorpion toxin superfamily,Arthropoda,no
P0C174,Short scorpion toxin superfamily,Arthropoda,yes
P0C175,Short scorpion toxin superfamily,Arthropoda,yes
P0C176,Short scorpion toxin superfamily,Arthropoda,yes
Q5F1N4,,Arthropoda,yes
C0HL51,,Chordata,no
L0GCJ1,Other,Arthropoda,yes
L0GB04,Other,Arthropoda,yes
K7WMX6,Other,Arthropoda,yes
P0C5F3,Other,Arthropoda,no
D2CFI7,Other,Arthropoda,yes
C5J895,Other,Arthropoda,yes
H2CYP1,Other,Arthropoda,yes
A7X401,Other,Chordata,yes
C6JUN9,Other,Chordata,yes
Q90WI8,Other,Chordata,yes
Q90WI6,Other,Chordata,yes
P0DM36,Other,Chordata,no
Q9PSN0,Other,Chordata,no
Q6QX33,Other,Chordata,yes
P83519,Other,Chordata,yes
P86970,Other,Chordata,no
P0DL30,Other,Chordata,no
P21963,Other,Chordata,no
P84987,Other,Chordata,no
D2YVK1,Other,Chordata,yes
Q9PSM4,Other,Chordata,no
D2YVI2,Other,Chordata,yes
D2YVJ6,Other,Chordata,yes
P0DRD7,Other,Arthropoda,no
P0DRD8,Other,Arthropoda,no
B8XGZ8,Other,Arthropoda,yes
P84809,Other,Arthropoda,yes
Q95P90,Other,Arthropoda,yes
Q9BPJ3,Other,Mollusca,yes
Q9BPH7,Other,Mollusca,yes
Q9BPJ4,Other,Mollusca,yes
Q9BPJ9,Other,Mollusca,yes
Q9BPI3,Other,Mollusca,yes
Q9BPI4,Other,Mollusca,yes
Q9BPK0,Other,Mollusca,yes
Q9BPI5,Other,Mollusca,yes
Q9BPI8,Other,Mollusca,yes
Q9BPJ7,Other,Mollusca,yes
P0CJ38,Other,Arthropoda,no
P0C1Q4,Other,Arthropoda,no
P0C1Q5,Other,Arthropoda,no
P0C022,Other,Arthropoda,no
P0DTK0,Other,Arthropoda,no
P0DRA7,Other,Arthropoda,no
P86146,Other,Arthropoda,yes
P42716,Other,Arthropoda,no
P01517,Other,Arthropoda,no
P85874,Other,Arthropoda,no
S4S2C7,Other,Arthropoda,yes
P0C1Q6,Other,Arthropoda,yes
P21654,Other,Arthropoda,yes
P01516,Other,Arthropoda,no
S4S3G3,Other,Arthropoda,yes
P01514,Other,Arthropoda,no
Q6H2Z4,,Arthropoda,yes
P01499,,Arthropoda,yes
P04567,,Arthropoda,no
Q66S25,Other,Chordata,yes
P0DM18,Other,Mollusca,yes
P0DP55,Other,Chordata,yes
P01522,Conotoxin O1 superfamily,Mollusca,yes
Q9TWM7,Conotoxin O1 superfamily,Mollusca,yes
P0DOZ0,,Mollusca,no
P69753,Conotoxin O1 superfamily,Mollusca,yes
A0A384E129,Conotoxin O1 superfamily,Mollusca,yes
P56708,Conotoxin O1 superfamily,Mollusca,yes
P56710,Conotoxin O1 superfamily,Mollusca,no
P56712,Conotoxin O1 superfamily,Mollusca,yes
P58913,Conotoxin O1 superfamily,Mollusca,yes
P58914,Conotoxin O1 superfamily,Mollusca,no
P0DL67,Conotoxin O1 superfamily,Mollusca,no
P69757,Conotoxin O1 superfamily,Mollusca,yes
P28880,Conotoxin O1 superfamily,Mollusca,yes
P18511,Conotoxin O1 superfamily,Mollusca,yes
P0DL66,Conotoxin O1 superfamily,Mollusca,no
P58915,Conotoxin O1 superfamily,Mollusca,no
P69758,Conotoxin O1 superfamily,Mollusca,yes
Q86RA3,Conotoxin O1 superfamily,Mollusca,yes
P85159,Other,Chordata,no
P0DPT7,Phospholipase A2 family,Arthropoda,yes
F8J2D2,Phospholipase A2 family,Chordata,yes
F5CPF0,Phospholipase A2 family,Chordata,yes
Q3C2C1,Phospholipase A2 family,Echinodermata,yes
P0DUN1,Phospholipase A2 family,Chordata,no
Q45Z47,Phospholipase A2 family,Chordata,yes
F5CPF1,Phospholipase A2 family,Chordata,yes
P16354,Phospholipase A2 family,Chordata,no
P20251,Phospholipase A2 family,Chordata,no
Q45Z28,Phospholipase A2 family,Chordata,yes
F8QN51,Phospholipase A2 family,Chordata,yes
Q9PUI0,Phospholipase A2 family,Chordata,yes
P86456,Phospholipase A2 family,Chordata,no
P17934,Phospholipase A2 family,Chordata,yes
P81479,Phospholipase A2 family,Chordata,no
P59170,Phospholipase A2 family,Chordata,yes
Q45Z27,Phospholipase A2 family,Chordata,yes
Q9PUH9,Phospholipase A2 family,Chordata,yes
P59171,Phospholipase A2 family,Chordata,yes
P59172,Phospholipase A2 family,Chordata,yes
O42189,Phospholipase A2 family,Chordata,no
Q8UW31,Phospholipase A2 family,Chordata,yes
P82896,Phospholipase A2 family,Chordata,no
Q45Z26,Phospholipase A2 family,Chordata,yes
A8CG90,Phospholipase A2 family,Chordata,yes
P0C943,Phospholipase A2 family,Chordata,no
P10116,Phospholipase A2 family,Chordata,no
P00603,Phospholipase A2 family,Chordata,no
P08873,Phospholipase A2 family,Chordata,yes
P0DJJ9,Phospholipase A2 family,Chordata,yes
P0DKR5,Phospholipase A2 family,Chordata,no
Q6EER3,Phospholipase A2 family,Chordata,yes
Q1RP78,Phospholipase A2 family,Chordata,yes
P20474,Phospholipase A2 family,Chordata,yes
P0DQQ0,Phospholipase A2 family,Chordata,no
P86368,Phospholipase A2 family,Chordata,no
P00612,Phospholipase A2 family,Chordata,no
P70090,Phospholipase A2 family,Chordata,yes
P70089,Phospholipase A2 family,Chordata,yes
P0C616,Phospholipase A2 family,Chordata,yes
P29601,Phospholipase A2 family,Chordata,no
Q2YHJ9,Phospholipase A2 family,Chordata,yes
P18998,Phospholipase A2 family,Chordata,yes
Q6EAN6,Phospholipase A2 family,Chordata,yes
P04084,Phospholipase A2 family,Chordata,no
C0HKC1,Phospholipase A2 family,Chordata,no
P04361,Phospholipase A2 family,Chordata,no
C0HKC2,Phospholipase A2 family,Chordata,yes
P86453,Phospholipase A2 family,Chordata,no
P86975,Phospholipase A2 family,Chordata,no
Q9PVF3,Phospholipase A2 family,Chordata,yes
Q8UVU7,Phospholipase A2 family,Chordata,yes
Q2YHJ4,Phospholipase A2 family,Chordata,yes
Q2YHJ8,Phospholipase A2 family,Chordata,yes
J3SEZ3,Other,Chordata,yes
P0DQN1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
W4VSC2,Other,Arthropoda,yes
A0A6B9L3U7,Other,Arthropoda,yes
A0A6B9KZ66,Other,Arthropoda,yes
A0A6B9L1H0,Other,Arthropoda,yes
A0A6B9L1F0,,Arthropoda,yes
A0A8U0LTY4,,Arthropoda,yes
P59899,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q56TT9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7M463,,Arthropoda,no
Q7Z0F1,,Arthropoda,yes
Q7Z0H4,,Arthropoda,yes
C0HLZ2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4J9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HM43,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4K0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C9X4K1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C1X7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4J8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C9X4K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q68PG5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZH9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
C0HLZ1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q68PG4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
H1ZZI0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q68PG3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P63019,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O77463,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7D082,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7YT61,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q7Z1K6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
M1J7U4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01482,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMA7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45663,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P58779,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HMC2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01481,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5K8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P84693,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
H1ZZI6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P46115,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
B5U6Y6,Other,Chordata,yes
B5U6Y7,Other,Chordata,yes
Q9PSM6,Other,Chordata,no
Q9PSM5,Other,Chordata,no
Q6X5T5,Other,Chordata,yes
Q719L9,Other,Chordata,yes
Q6X5S9,Other,Chordata,yes
Q6X5T0,Other,Chordata,yes
Q6X5S3,Other,Chordata,yes
B0VXV0,Other,Chordata,yes
Q71RQ1,Other,Chordata,yes
Q71RQ0,Other,Chordata,yes
Q71RP9,Other,Chordata,yes
Q71RP8,Other,Chordata,yes
Q56EB0,Other,Chordata,yes
Q9DEF8,Other,Chordata,yes
B4XSY6,Other,Chordata,yes
Q8AV98,Other,Chordata,yes
B4XSY7,Other,Chordata,yes
B4XSY8,Other,Chordata,no
B4XSY9,Other,Chordata,yes
I7JUQ0,Other,Chordata,yes
I7ICN3,Other,Chordata,yes
Q9DG39,Other,Chordata,yes
Q9I841,Other,Chordata,no
Q719L8,Other,Chordata,yes
E7CLP5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68725,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68726,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DUU1,,Mollusca,no
P84018,Other,Arthropoda,no
A0A1D0BZF5,Other,Arthropoda,yes
Q5Y4Y4,Other,Arthropoda,yes
Q5Y4Y3,Other,Arthropoda,yes
G3LU44,Other,Arthropoda,no
U3EQ60,Other,Chordata,no
A0A1D0BRB6,,Arthropoda,yes
P0DN60,Other,Mollusca,yes
P0CI09,,Mollusca,no
P0DN42,Other,Mollusca,yes
P0DN43,Other,Mollusca,yes
A0A1D0BZZ2,Other,Arthropoda,yes
P0C2L8,Other,Arthropoda,no
A0A1D0C023,,Arthropoda,yes
P0DMQ4,Other,Arthropoda,yes
P82227,Other,Arthropoda,no
P82226,Other,Arthropoda,no
P85079,Other,Arthropoda,yes
A9XDG0,Other,Arthropoda,yes
A9XDG1,Other,Arthropoda,yes
A5A3H4,Other,Arthropoda,yes
S0F1N0,Other,Arthropoda,yes
P81598,Other,Arthropoda,no
A5A3H5,Other,Arthropoda,yes
S0F204,Other,Arthropoda,yes
P81599,Other,Arthropoda,no
S0F215,Other,Arthropoda,yes
Q9BJV9,Other,Arthropoda,yes
P0DX99,Other,Arthropoda,yes
P15969,Other,Arthropoda,yes
P33034,Other,Arthropoda,no
P81744,Other,Arthropoda,no
Q9BJV8,Other,Arthropoda,yes
P82852,Other,Arthropoda,no
Q9BJV7,Other,Arthropoda,yes
Q9BJW0,Other,Arthropoda,yes
B6DCN9,Other,Arthropoda,yes
B6DCP0,Other,Arthropoda,yes
B6DCP1,Other,Arthropoda,yes
B6DCP2,Other,Arthropoda,yes
B6DCP3,Other,Arthropoda,yes
B6DCP4,Other,Arthropoda,yes
B6DCP5,Other,Arthropoda,yes
P0DSJ8,Other,Arthropoda,yes
A0A348G5W1,Other,Arthropoda,yes
P0DSJ9,Other,Arthropoda,yes
A0A6M3Z4L2,,Arthropoda,yes
P0DL72,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DJA9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DL73,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DSK1,Other,Arthropoda,yes
A0A348G5W2,Other,Arthropoda,yes
B3FIQ7,Other,Arthropoda,yes
P83997,Other,Arthropoda,no
P36983,Other,Arthropoda,yes
P0C296,Other,Arthropoda,no
P0DJ96,,Chordata,no
P83998,Other,Arthropoda,no
P30288,Other,Arthropoda,no
P37045,Other,Arthropoda,yes
P0C297,Other,Arthropoda,no
B6DD52,Other,Arthropoda,yes
Q75WH3,Other,Arthropoda,yes
B6DD53,Other,Arthropoda,yes
P84017,Other,Arthropoda,no
P86418,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCZ0,Other,Arthropoda,yes
A0A023VZR2,Other,Arthropoda,yes
B6DCZ1,Other,Arthropoda,yes
B6DCZ2,Other,Arthropoda,yes
B6DCZ3,Other,Arthropoda,yes
B6DCZ4,Other,Arthropoda,yes
B6DCZ5,Other,Arthropoda,yes
B6DCZ6,Other,Arthropoda,yes
B6DCZ7,Other,Arthropoda,yes
B6DCZ8,Other,Arthropoda,yes
B6DCZ9,Other,Arthropoda,yes
B6DD00,Other,Arthropoda,yes
B6DD01,Other,Arthropoda,yes
A0A023W0B6,Other,Arthropoda,yes
A0A023W168,Other,Arthropoda,yes
A0A023W0W9,Other,Arthropoda,yes
A0A023W157,Other,Arthropoda,yes
A0A023W0V9,Other,Arthropoda,yes
A0A023W0C3,Other,Arthropoda,yes
A0A023W163,Other,Arthropoda,yes
P0DQB0,Other,Arthropoda,yes
I6S390,Other,Arthropoda,yes
I6RU37,Other,Arthropoda,yes
P0DPC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83258,Other,Arthropoda,no
P01478,Other,Arthropoda,no
B6DD34,Other,Arthropoda,yes
B6DD35,Other,Arthropoda,yes
B6DD36,Other,Arthropoda,yes
B6DD37,Other,Arthropoda,yes
B6DD38,Other,Arthropoda,yes
B6DD39,Other,Arthropoda,yes
P0DQB4,Other,Arthropoda,yes
P0DQB5,Other,Arthropoda,yes
P0DQB3,Other,Arthropoda,yes
B6DD40,Other,Arthropoda,yes
B6DD41,Other,Arthropoda,yes
B6DD42,Other,Arthropoda,yes
B6DD43,Other,Arthropoda,yes
B6DD44,Other,Arthropoda,yes
A0A4V8GZX0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C352,,Mollusca,no
P58804,,Mollusca,no
P0CH18,,Mollusca,no
D6C4K2,,Mollusca,yes
P0DJB9,,Mollusca,no
D6C4K3,,Mollusca,yes
P0DJC0,,Mollusca,no
P0DMA3,Conotoxin O1 superfamily,Mollusca,no
P15472,,Mollusca,no
P58845,,Mollusca,no
P83301,,Mollusca,no
P0DPV7,Other,Arthropoda,yes
P0DPV8,Other,Arthropoda,yes
P0DPV9,Other,Arthropoda,yes
P0DPW0,Other,Arthropoda,yes
P35775,Other,Arthropoda,yes
P35776,Other,Arthropoda,no
A5X2H7,Other,Arthropoda,yes
P0DSI3,Other,Arthropoda,yes
P35778,Other,Arthropoda,yes
P35779,Other,Arthropoda,no
Q9NH75,Other,Arthropoda,yes
P0DRB8,Other,Arthropoda,yes
B1A4F7,Other,Arthropoda,yes
D2Y2F8,Venom Kunitz-type family,Arthropoda,yes
B2ZBB9,Venom Kunitz-type family,Arthropoda,yes
B2ZBC0,Venom Kunitz-type family,Arthropoda,yes
B2KTG2,Venom Kunitz-type family,Chordata,yes
P00987,Venom Kunitz-type family,Chordata,yes
D2Y2F9,Venom Kunitz-type family,Arthropoda,yes
P00979,Venom Kunitz-type family,Chordata,no
Q6ITC1,Venom Kunitz-type family,Chordata,yes
B2KTG3,Venom Kunitz-type family,Chordata,yes
P00989,Venom Kunitz-type family,Chordata,yes
Q75S50,Venom Kunitz-type family,Chordata,yes
Q9W728,Venom Kunitz-type family,Chordata,yes
Q1RPT0,Venom Kunitz-type family,Chordata,yes
Q1RPS9,Venom Kunitz-type family,Chordata,yes
Q1RPS8,Venom Kunitz-type family,Chordata,yes
P0C6E4,Venom metalloproteinase (M12B) family,Chordata,yes
P83912,Venom metalloproteinase (M12B) family,Chordata,yes
Q7ZZS9,Venom metalloproteinase (M12B) family,Chordata,yes
Q98995,Venom metalloproteinase (M12B) family,Chordata,yes
P0C7A7,Venom metalloproteinase (M12B) family,Chordata,no
P0C7A8,Venom metalloproteinase (M12B) family,Chordata,no
O73795,Venom metalloproteinase (M12B) family,Chordata,yes
Q9YI19,Venom metalloproteinase (M12B) family,Chordata,yes
Q9PVK9,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6R5,Venom metalloproteinase (M12B) family,Chordata,no
Q14FJ4,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6R6,Venom metalloproteinase (M12B) family,Chordata,no
E9NW26,Venom metalloproteinase (M12B) family,Chordata,yes
E9NW27,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6R7,Venom metalloproteinase (M12B) family,Chordata,no
P0DX30,Other,Arthropoda,no
O13059,Peptidase S1 family,Chordata,yes
J3S3W5,Peptidase S1 family,Chordata,yes
Q8QHK3,Peptidase S1 family,Chordata,yes
A0A0S4FKT4,Peptidase S1 family,Chordata,no
Q9I8X2,Peptidase S1 family,Chordata,yes
P81176,Peptidase S1 family,Chordata,no
P85109,Peptidase S1 family,Chordata,no
Q9YGJ2,Peptidase S1 family,Chordata,yes
Q91053,Peptidase S1 family,Chordata,yes
E0Y418,Peptidase S1 family,Chordata,yes
A8QL56,Peptidase S1 family,Chordata,yes
P84788,Peptidase S1 family,Chordata,no
P05620,Peptidase S1 family,Chordata,yes
Q8QG86,Peptidase S1 family,Chordata,yes
Q2QA04,Peptidase S1 family,Chordata,yes
B5U6Y3,Peptidase S1 family,Chordata,yes
Q072L7,Peptidase S1 family,Chordata,yes
Q09GK1,Peptidase S1 family,Chordata,yes
E5AJX2,Peptidase S1 family,Chordata,yes
P84746,,Chordata,no
P84747,,Chordata,no
P84745,,Chordata,no
P60589,Other,Chordata,no
A0A7M7H308,Other,Arthropoda,yes
P0DQZ3,Other,Arthropoda,yes
P80156,Snake three-finger toxin family,Chordata,no
Q53B58,Snake three-finger toxin family,Chordata,yes
Q53B57,Snake three-finger toxin family,Chordata,yes
Q53B56,Snake three-finger toxin family,Chordata,yes
P25673,Snake three-finger toxin family,Chordata,no
P80965,Snake three-finger toxin family,Chordata,no
P82662,Snake three-finger toxin family,Chordata,yes
F8J2E1,Snake three-finger toxin family,Chordata,yes
F8J2E2,Snake three-finger toxin family,Chordata,yes
C0HM09,Snake three-finger toxin family,Chordata,no
O42257,Snake three-finger toxin family,Chordata,yes
Q7T3J2,Snake three-finger toxin family,Chordata,yes
P0C8R7,Snake three-finger toxin family,Chordata,no
P0C8R8,Snake three-finger toxin family,Chordata,no
P13495,Snake three-finger toxin family,Chordata,no
P34073,Snake three-finger toxin family,Chordata,no
P14612,Snake three-finger toxin family,Chordata,yes
P86096,Snake three-finger toxin family,Chordata,no
A5X2W8,Snake three-finger toxin family,Chordata,yes
A7X6J0,Snake three-finger toxin family,Chordata,yes
P86423,Snake three-finger toxin family,Chordata,no
P86098,Snake three-finger toxin family,Chordata,no
P86424,Snake three-finger toxin family,Chordata,no
P86099,Snake three-finger toxin family,Chordata,no
A7X6I4,Snake three-finger toxin family,Chordata,yes
P01419,Snake three-finger toxin family,Chordata,no
P60311,Snake three-finger toxin family,Chordata,no
P60306,Snake three-finger toxin family,Chordata,no
P60307,Snake three-finger toxin family,Chordata,no
P60308,Snake three-finger toxin family,Chordata,no
P60309,Snake three-finger toxin family,Chordata,no
P80245,Snake three-finger toxin family,Chordata,yes
P0DSN1,Snake three-finger toxin family,Chordata,no
Q91135,Snake three-finger toxin family,Chordata,yes
P83345,Snake three-finger toxin family,Chordata,no
Q91136,Snake three-finger toxin family,Chordata,yes
P07525,Snake three-finger toxin family,Chordata,no
P01471,Snake three-finger toxin family,Chordata,no
P24776,Snake three-finger toxin family,Chordata,no
P24777,Snake three-finger toxin family,Chordata,no
B3EWH9,Snake three-finger toxin family,Chordata,no
Q2VBN5,Snake three-finger toxin family,Chordata,yes
K9USW8,Arthropod phospholipase D family,Arthropoda,no
Q1KY80,Arthropod phospholipase D family,Arthropoda,no
E5D3Z8,Arthropod phospholipase D family,Arthropoda,yes
Q1KY79,Arthropod phospholipase D family,Arthropoda,no
Q8I913,Arthropod phospholipase D family,Arthropoda,yes
P0CH48,,Arthropoda,no
P0CF39,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
