identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
P86819,Other,,Chordata,terrestrial,Amphibia,Anura
P83659,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DL32,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
L0PJV8,Other,,Chordata,terrestrial,Amphibia,Anura
L0PIN3,Other,,Chordata,terrestrial,Amphibia,Anura
P86631,Other,,Chordata,terrestrial,Amphibia,Anura
A0A088MI62,Other,,Chordata,terrestrial,Amphibia,Anura
Q0VTT9,Other,,Chordata,terrestrial,Amphibia,Anura
P84900,Other,,Chordata,terrestrial,Amphibia,Anura
P86632,Other,,Chordata,terrestrial,Amphibia,Anura
A0A088MIT0,Other,,Chordata,terrestrial,Amphibia,Anura
P84901,Other,,Chordata,terrestrial,Amphibia,Anura
C0HKA7,Other,,Chordata,terrestrial,Amphibia,Anura
C0HKA8,Other,,Chordata,terrestrial,Amphibia,Anura
C0HKA9,Other,,Chordata,terrestrial,Amphibia,Anura
A0A5Q0MUM5,Other,,Chordata,terrestrial,Amphibia,Anura
A0A5Q0MUT1,Other,,Chordata,terrestrial,Amphibia,Anura
Q7LZ52,Other,,Chordata,terrestrial,Amphibia,Anura
P84773,Other,,Chordata,terrestrial,Actinopteri,Other
P84774,Other,,Chordata,terrestrial,Actinopteri,Other
P12797,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q9PRZ1,Other,,Chordata,terrestrial,Actinopteri,Other
P42717,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P85873,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HLT7,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DM76,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q7M3T3,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P57672,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7M3T2,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
C0HMC3,,,Arthropoda,terrestrial,Arachnida,Ixodida
Q9PW66,Other,,Chordata,terrestrial,Amphibia,Anura
P0C2K3,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C2K4,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C2K5,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C2K6,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C2K9,Arthropod phospholipase D family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P83661,,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0DTX6,,,Mollusca,marine,Gastropoda,Neogastropoda
Q8I6R2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTX8,,,Mollusca,marine,Gastropoda,Neogastropoda
Q45RU8,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A141SFN4,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
A0A158RFT4,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
A0A146B485,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
E2J6T4,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
A0A141SFN5,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
P0DQV0,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
A0A146B5A4,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
Q5YD59,Other,,Arthropoda,terrestrial,Arachnida,Ixodida
P0DTX9,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY1,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA5,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY6,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY7,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTY8,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ2,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ8,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTZ9,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA1,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA2,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ3,,,Mollusca,marine,Gastropoda,Neogastropoda
P0C847,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C848,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C846,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C845,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C850,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C844,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C849,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY87,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
H9N3R7,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY75,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q6PTD7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q6PPB3,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8C6,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CB07,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CE73,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY86,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1V9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q6PTD5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q6PTD1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0SE60,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY88,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY76,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY77,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D9IWN6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D4HRK4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9U619,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85013,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7S9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB08,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CE74,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P01520,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q8I6R5,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D4HRK7,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q6PTD4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56636,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A6M934,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM23,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8D8,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q6PTD6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPM0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
E2DIH5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A068B0Z6,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7V0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1Y2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0SE59,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8D9,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DPM1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
E2DIH6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ8,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ9,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7U4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U3,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8B6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
S4UJV1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U5,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPM2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7S0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8D0,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D9IWN7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ7,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7U1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
F2XFS9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8D1,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DUQ6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8C3,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB12,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A068B6Q6,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A1X8C2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
F5C3U4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8D6,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C901,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1V7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85886,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8R2,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P56639,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DL39,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69657,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56973,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D4HPD6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56638,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P50982,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A6M938,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
X1WB75,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
L8BU87,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DL68,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQQ6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQY0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1R7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P50984,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q1L777,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P69658,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
S4UJW3,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1D0,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P28878,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM21,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CI05,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58811,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69747,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
F5C0A0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56640,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C0HLK1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPT2,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQY1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P50985,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C351,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85009,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
K4RNX9,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A4P8XV20,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DPL8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56641,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1V8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U4,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQQ5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q86RB2,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DX20,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C0HLM2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P86261,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P60274,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85010,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
K8DWB5,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85011,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85012,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP8,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C0HJA8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8U7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPL9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH24,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
X5I9Y2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P50983,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P01521,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8B8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P15471,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C0HKF6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A1X8B9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XZK7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY78,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY79,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY80,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY81,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CY82,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A3DT44,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ2,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0CAQ3,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C830,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58782,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1X1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69746,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W9,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P55963,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CE75,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C828,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58783,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W8,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1X0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CE76,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C829,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQY7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C2C5,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C2C6,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUR2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUR1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUR0,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C6ZJQ2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P86362,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A068B409,Conotoxin A superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
B8QG00,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A1L4BJ42,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
X5I9Z2,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
X5IFZ1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQR7,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
X5IGW1,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P59868,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DM30,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9BP56,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P60976,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P60977,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P60978,Other,,Arthropoda,terrestrial,Arachnida,Araneae
Q8AY75,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB10,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB12,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB14,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB15,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB09,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB08,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB13,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q3SB11,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P60254,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
U5KJJ1,Other,,Chordata,terrestrial,Lepidosauria,Squamata
U5KJM6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
U5KJC9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
U5KJT7,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B6D434,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DW50,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
U5KJJ0,Other,,Chordata,terrestrial,Lepidosauria,Squamata
U5KJM4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
U5KJZ2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B6S2X0,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B6S2X2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
D0PX84,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P60252,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P60253,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DUJ6,Other,,Chordata,marine,Actinopteri,Other
P28879,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
L0GBR1,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DPT1,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
O77256,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPG6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
J7JU64,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8M2,Peptidase S1 family,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0C8S5,,,Mollusca,marine,Gastropoda,Neogastropoda
E3PQQ8,,,Mollusca,marine,Gastropoda,Neogastropoda
E2E4E4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P0DP93,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DP94,Neurotoxin 10 (Hwtx-1) family,,Arthropoda,terrestrial,Arachnida,Araneae
P84698,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM34,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C3VVN6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C3VVN5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQX0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQX1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0A0VBX4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQX2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1W7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9D8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWU7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWU8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWU9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWV0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWV1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWV2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F6JWV3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH41,Long (4 C-C) scorpion toxin superfamily,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DQY8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQY9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0F7YZQ7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9D9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A291NVT7,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A4Y5X186,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A4Y5X1A7,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P05486,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58928,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQT4,,,Arthropoda,terrestrial,Insecta,Hymenoptera
A0A0E3SVE7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0E3SVB8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
W4VSG7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P42718,,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q7YZS9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPE5,Other,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0C8W0,,,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY83,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U6,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q0N4U8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58844,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPE7,,,Cnidaria,marine,Anthozoa,Actiniaria
P0DPE6,,,Cnidaria,marine,Anthozoa,Actiniaria
