identifier,Protein families,Phylum,has_fragment,has_signal_peptide
A0A3G3C7S9,Conotoxin A superfamily,Mollusca,no,yes
P0CB08,Conotoxin A superfamily,Mollusca,no,yes
P0CE74,Conotoxin A superfamily,Mollusca,yes,no
P0C1W0,Conotoxin A superfamily,Mollusca,no,yes
P01520,Conotoxin A superfamily,Mollusca,no,no
Q8I6R5,Conotoxin A superfamily,Mollusca,yes,no
D4HRK7,Conotoxin A superfamily,Mollusca,yes,no
Q6PTD4,Conotoxin A superfamily,Mollusca,no,yes
Q2I2R7,Conotoxin A superfamily,Mollusca,no,yes
P56636,Conotoxin A superfamily,Mollusca,no,yes
A6M934,Conotoxin A superfamily,Mollusca,no,yes
P0DM23,Conotoxin A superfamily,Mollusca,no,yes
A1X8D8,Conotoxin A superfamily,Mollusca,yes,no
Q6PTD6,Conotoxin A superfamily,Mollusca,no,yes
P0DPM0,Conotoxin A superfamily,Mollusca,no,yes
E2DIH5,Conotoxin A superfamily,Mollusca,no,yes
A0A068B0Z6,Conotoxin A superfamily,Mollusca,yes,no
A0A3G3C7V0,Conotoxin A superfamily,Mollusca,no,yes
P0C1Y2,Conotoxin A superfamily,Mollusca,no,yes
Q2I2R6,Conotoxin A superfamily,Mollusca,no,yes
A0SE59,Conotoxin A superfamily,Mollusca,no,yes
A1X8D9,Conotoxin A superfamily,Mollusca,yes,no
P0DPM1,Conotoxin A superfamily,Mollusca,no,yes
E2DIH6,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ8,Conotoxin A superfamily,Mollusca,yes,no
P0CAQ9,Conotoxin A superfamily,Mollusca,yes,no
A0A3G3C7U4,Conotoxin A superfamily,Mollusca,no,yes
P0C8U3,Conotoxin A superfamily,Mollusca,no,no
A1X8B6,Conotoxin A superfamily,Mollusca,no,yes
S4UJV1,Conotoxin A superfamily,Mollusca,no,yes
P0C8U5,Conotoxin A superfamily,Mollusca,yes,no
P0C8U8,Conotoxin A superfamily,Mollusca,no,yes
P0DPM2,Conotoxin A superfamily,Mollusca,no,no
A0A3G3C7S0,Conotoxin A superfamily,Mollusca,no,yes
P0C8U9,Conotoxin A superfamily,Mollusca,no,yes
A1X8D0,Conotoxin A superfamily,Mollusca,yes,no
D9IWN7,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ6,Conotoxin A superfamily,Mollusca,no,yes
P0CAQ7,Conotoxin A superfamily,Mollusca,yes,no
A0A3G3C7U1,Conotoxin A superfamily,Mollusca,no,yes
F2XFS9,Conotoxin A superfamily,Mollusca,no,yes
P0C8V0,Conotoxin A superfamily,Mollusca,no,yes
A1X8D1,Conotoxin A superfamily,Mollusca,yes,no
P0DUQ6,Conotoxin A superfamily,Mollusca,no,yes
A1X8C3,Conotoxin A superfamily,Mollusca,no,yes
P0CB12,Conotoxin A superfamily,Mollusca,no,yes
A0A068B6Q6,Conotoxin A superfamily,Mollusca,yes,no
A1X8C2,Conotoxin A superfamily,Mollusca,no,yes
F5C3U4,Conotoxin A superfamily,Mollusca,no,yes
A1X8D6,Conotoxin A superfamily,Mollusca,yes,no
P0C901,Conotoxin A superfamily,Mollusca,no,no
P0C1V7,Conotoxin A superfamily,Mollusca,no,no
P85886,Conotoxin A superfamily,Mollusca,no,yes
P0C8R2,Conotoxin A superfamily,Mollusca,yes,no
P56639,Conotoxin A superfamily,Mollusca,no,yes
P0DL39,Conotoxin A superfamily,Mollusca,no,no
P69657,Conotoxin A superfamily,Mollusca,no,yes
P56973,Conotoxin A superfamily,Mollusca,no,yes
D4HPD6,Conotoxin A superfamily,Mollusca,no,yes
P56638,Conotoxin A superfamily,Mollusca,no,yes
P50982,Conotoxin A superfamily,Mollusca,no,yes
A6M938,Conotoxin A superfamily,Mollusca,yes,no
X1WB75,Conotoxin A superfamily,Mollusca,no,no
L8BU87,Conotoxin A superfamily,Mollusca,yes,no
P0DL68,Conotoxin A superfamily,Mollusca,no,no
P0C1W1,Conotoxin A superfamily,Mollusca,no,no
P0DQQ6,Conotoxin A superfamily,Mollusca,no,no
P0DQY0,Conotoxin A superfamily,Mollusca,no,no
P0C1R7,Conotoxin A superfamily,Mollusca,no,no
P50984,Conotoxin A superfamily,Mollusca,no,no
Q1L777,Conotoxin A superfamily,Mollusca,yes,no
P69658,Conotoxin A superfamily,Mollusca,yes,no
S4UJW3,Conotoxin A superfamily,Mollusca,no,yes
P0C1D0,Conotoxin A superfamily,Mollusca,yes,no
P28878,Conotoxin A superfamily,Mollusca,no,no
P0DM21,Conotoxin A superfamily,Mollusca,no,yes
P0CI05,Conotoxin A superfamily,Mollusca,no,no
P58811,Conotoxin A superfamily,Mollusca,no,yes
P69747,Conotoxin A superfamily,Mollusca,no,yes
P0C8V4,Conotoxin A superfamily,Mollusca,no,no
F5C0A0,Conotoxin A superfamily,Mollusca,no,yes
P56640,Conotoxin A superfamily,Mollusca,no,yes
C0HLK1,Conotoxin A superfamily,Mollusca,no,no
P0DPT2,Conotoxin A superfamily,Mollusca,yes,no
P0C1W2,Conotoxin A superfamily,Mollusca,no,no
P0DQY1,Conotoxin A superfamily,Mollusca,no,no
P50985,Conotoxin A superfamily,Mollusca,no,yes
P0C351,Conotoxin A superfamily,Mollusca,no,no
P85009,Conotoxin A superfamily,Mollusca,no,no
K4RNX9,Conotoxin A superfamily,Mollusca,yes,no
A0A4P8XV20,Conotoxin A superfamily,Mollusca,yes,no
P0DPL8,Conotoxin A superfamily,Mollusca,no,yes
P56641,Conotoxin A superfamily,Mollusca,no,no
P0C1V8,Conotoxin A superfamily,Mollusca,no,no
P0C8U4,Conotoxin A superfamily,Mollusca,no,yes
P0DQQ5,Conotoxin A superfamily,Mollusca,no,no
Q86RB2,Conotoxin A superfamily,Mollusca,yes,no
P0DX20,Conotoxin A superfamily,Mollusca,yes,no
C0HLM2,Conotoxin A superfamily,Mollusca,no,no
P86261,Conotoxin A superfamily,Mollusca,no,no
P0DKP5,Conotoxin A superfamily,Mollusca,no,yes
P60274,Conotoxin A superfamily,Mollusca,no,yes
P85010,Conotoxin A superfamily,Mollusca,no,no
K8DWB5,Conotoxin A superfamily,Mollusca,yes,no
P0DKP7,Conotoxin A superfamily,Mollusca,no,yes
P85011,Conotoxin A superfamily,Mollusca,no,no
P85012,Conotoxin A superfamily,Mollusca,no,no
P0DKP8,Conotoxin A superfamily,Mollusca,yes,yes
C0HJA8,Conotoxin A superfamily,Mollusca,no,no
P0DKP6,Conotoxin A superfamily,Mollusca,no,yes
P0C8U6,Conotoxin A superfamily,Mollusca,no,yes
P0C8U7,Conotoxin A superfamily,Mollusca,no,yes
P0DPL9,Conotoxin A superfamily,Mollusca,no,yes
P0CH24,Conotoxin A superfamily,Mollusca,yes,yes
X5I9Y2,Conotoxin A superfamily,Mollusca,no,yes
P50983,Conotoxin A superfamily,Mollusca,yes,no
P01521,Conotoxin A superfamily,Mollusca,no,no
A1X8B8,Conotoxin A superfamily,Mollusca,no,yes
P15471,Conotoxin A superfamily,Mollusca,no,yes
C0HKF6,Conotoxin A superfamily,Mollusca,no,yes
A1X8B9,Conotoxin A superfamily,Mollusca,no,yes
Q9XZK7,Conotoxin A superfamily,Mollusca,no,yes
P0CY78,Conotoxin A superfamily,Mollusca,no,yes
P0CY79,Conotoxin A superfamily,Mollusca,no,yes
P0CY80,Conotoxin A superfamily,Mollusca,no,yes
P0CY81,Conotoxin A superfamily,Mollusca,yes,yes
P0CY82,Conotoxin A superfamily,Mollusca,yes,no
A3DT44,Conotoxin A superfamily,Mollusca,yes,no
P0CAQ2,Conotoxin A superfamily,Mollusca,yes,no
P0CAQ3,Conotoxin A superfamily,Mollusca,yes,no
P0C830,Conotoxin A superfamily,Mollusca,no,no
P58782,Conotoxin A superfamily,Mollusca,no,no
P0C1X1,Conotoxin A superfamily,Mollusca,no,yes
P69746,Conotoxin A superfamily,Mollusca,no,no
P0C1W9,Conotoxin A superfamily,Mollusca,no,no
P55963,Conotoxin A superfamily,Mollusca,no,yes
P0CE75,Conotoxin A superfamily,Mollusca,no,yes
P0C828,Conotoxin A superfamily,Mollusca,no,yes
P58783,Conotoxin A superfamily,Mollusca,no,no
P0C1W8,Conotoxin A superfamily,Mollusca,no,no
P0C1X0,Conotoxin A superfamily,Mollusca,no,no
P0CE76,Conotoxin A superfamily,Mollusca,no,yes
P0C829,Conotoxin A superfamily,Mollusca,no,yes
P0DQY7,Conotoxin A superfamily,Mollusca,no,no
P0C2C5,Conotoxin A superfamily,Mollusca,no,no
P0C2C6,Conotoxin A superfamily,Mollusca,no,no
P0DUR2,Conotoxin A superfamily,Mollusca,no,no
P0DUR1,Conotoxin A superfamily,Mollusca,no,no
P0DUR0,Conotoxin A superfamily,Mollusca,no,no
C6ZJQ2,Conotoxin A superfamily,Mollusca,no,yes
P86362,Conotoxin A superfamily,Mollusca,no,no
A0A068B409,Conotoxin A superfamily,Mollusca,yes,no
B8QG00,Other,Arthropoda,no,yes
A0A1L4BJ42,Other,Arthropoda,no,yes
X5I9Z2,Conotoxin A superfamily,Mollusca,no,yes
X5IFZ1,Conotoxin A superfamily,Mollusca,no,yes
P0DQR7,Conotoxin A superfamily,Mollusca,no,no
X5IGW1,Conotoxin A superfamily,Mollusca,no,yes
P59868,Other,Arthropoda,no,no
P0DM30,Other,Arthropoda,no,yes
Q9BP56,Conotoxin A superfamily,Mollusca,no,yes
P60976,Other,Arthropoda,no,yes
P60977,Other,Arthropoda,no,no
P60978,Other,Arthropoda,no,no
Q8AY75,Other,Chordata,no,no
Q3SB10,Other,Chordata,no,no
Q3SB12,Other,Chordata,no,no
Q3SB14,Other,Chordata,no,no
Q3SB15,Other,Chordata,no,no
Q3SB09,Other,Chordata,no,no
Q3SB08,Other,Chordata,no,no
Q3SB13,Other,Chordata,no,no
Q3SB11,Other,Chordata,no,no
P60254,Other,Arthropoda,no,no
U5KJJ1,Other,Chordata,no,yes
U5KJM6,Other,Chordata,no,yes
U5KJC9,Other,Chordata,no,yes
U5KJT7,Other,Chordata,no,yes
B6D434,Other,Chordata,no,yes
P0DW50,Other,Arthropoda,no,no
U5KJJ0,Other,Chordata,no,yes
U5KJM4,Other,Chordata,no,yes
U5KJZ2,Other,Chordata,no,yes
B6S2X0,Other,Chordata,no,yes
B6S2X2,Other,Chordata,no,yes
D0PX84,Other,Mollusca,no,yes
P60252,Other,Arthropoda,no,yes
P60253,Other,Arthropoda,no,yes
P0DUJ6,Other,Chordata,no,yes
P28879,Conotoxin A superfamily,Mollusca,no,yes
L0GBR1,Other,Arthropoda,no,yes
P0DPT1,Other,Arthropoda,no,no
O77256,Conotoxin A superfamily,Mollusca,no,yes
P0DPG6,Other,Mollusca,no,yes
J7JU64,Other,Mollusca,no,yes
P0C8M2,Peptidase S1 family,Arthropoda,yes,no
P0C8S5,,Mollusca,no,yes
E3PQQ8,,Mollusca,no,yes
E2E4E4,Other,Chordata,no,yes
P0DP93,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DP94,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P84698,Other,Mollusca,no,no
P0DM34,Other,Mollusca,no,yes
C3VVN6,Other,Mollusca,no,yes
C3VVN5,Other,Mollusca,no,yes
P0DQX0,Other,Mollusca,no,yes
P0DQX1,Other,Mollusca,no,yes
A0A0A0VBX4,Other,Mollusca,no,yes
P0DQX2,Other,Mollusca,no,yes
P0C1W5,Other,Mollusca,no,yes
P0C1W6,Other,Mollusca,no,yes
P0C1W7,Other,Mollusca,no,no
A0A125S9D8,Other,Mollusca,no,yes
F6JWU7,Other,Mollusca,no,yes
F6JWU8,Other,Mollusca,no,yes
F6JWU9,Other,Mollusca,no,yes
F6JWV0,Other,Mollusca,no,yes
F6JWV1,Other,Mollusca,no,yes
F6JWV2,Other,Mollusca,no,yes
F6JWV3,Other,Mollusca,no,yes
P0CH41,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0DQY8,Other,Mollusca,no,yes
P0DQY9,Other,Mollusca,no,yes
A0A0F7YZQ7,Other,Mollusca,no,yes
A0A125S9D9,Other,Mollusca,no,yes
A0A291NVT7,Other,Mollusca,yes,yes
A0A4Y5X186,Other,Mollusca,yes,yes
A0A4Y5X1A7,Other,Mollusca,yes,yes
P0DTJ2,Other,Mollusca,no,yes
P0DTJ3,Other,Mollusca,no,yes
P05486,Other,Mollusca,no,yes
P58928,,Mollusca,no,no
P0DQT4,,Arthropoda,no,yes
A0A0E3SVE7,Other,Mollusca,no,yes
A0A0E3SVB8,Other,Mollusca,no,yes
P0DTJ9,Other,Mollusca,no,yes
W4VSG7,Other,Mollusca,no,yes
P42718,,Arthropoda,no,no
Q7YZS9,Other,Mollusca,no,yes
P0DPE5,Other,Cnidaria,yes,yes
P0C8W0,,Mollusca,no,yes
Q0N4U4,Other,Mollusca,no,yes
Q0N4U7,Other,Mollusca,no,yes
P0CY83,Other,Mollusca,no,yes
Q0N4U3,Other,Mollusca,no,yes
Q0N4U6,Other,Mollusca,yes,yes
Q0N4U5,Other,Mollusca,no,yes
Q0N4U8,Other,Mollusca,no,yes
P58844,Other,Mollusca,no,yes
P0DPE7,,Cnidaria,no,yes
P0DPE6,,Cnidaria,no,yes
P0CG46,Other,Mollusca,no,yes
P0DOZ5,,Mollusca,no,no
P0C8D9,Other,Mollusca,yes,yes
P07231,Other,Mollusca,no,yes
P0DOZ6,,Mollusca,no,no
P69745,Other,Mollusca,no,yes
D0PX86,Other,Mollusca,no,yes
A0A125S9E5,Other,Mollusca,no,yes
A0A125S9E4,Other,Mollusca,no,yes
D0PX85,Other,Mollusca,no,yes
P0DP00,,Mollusca,no,no
P0C8E0,Other,Mollusca,no,no
P0C8E1,Other,Mollusca,no,no
P0C8E2,Other,Mollusca,no,no
P0C8E3,Other,Mollusca,no,yes
P0DOZ4,,Mollusca,no,no
P0DKY9,Other,Mollusca,no,yes
P0DKZ0,Other,Mollusca,yes,yes
P0DKZ1,Other,Mollusca,yes,yes
P58806,Other,Mollusca,no,yes
P17684,Other,Mollusca,no,no
F1CIZ6,Other,Arthropoda,no,yes
B8XH22,Other,Arthropoda,no,yes
Q8I6X9,Other,Arthropoda,no,yes
P0DM29,Other,Arthropoda,no,yes
P0DUQ5,Other,Mollusca,no,yes
D6C4I8,Other,Mollusca,no,yes
Q2I2R5,Other,Mollusca,no,yes
D6C4J0,Other,Mollusca,no,yes
D6C4I7,Other,Mollusca,no,yes
D6C4J3,,Mollusca,no,yes
D6C4J7,Other,Mollusca,no,yes
P0DTJ7,Other,Mollusca,no,yes
P0C6S2,Other,Mollusca,no,no
P84706,Other,Mollusca,no,no
P0C6S3,Other,Mollusca,no,no
D6C4J2,,Mollusca,yes,no
D6C4I9,Other,Mollusca,no,yes
P0DJL0,Other,Arthropoda,yes,yes
P0CI88,Other,Arthropoda,yes,yes
P86399,Other,Arthropoda,no,yes
E2E4F7,,Chordata,no,yes
P0C8S6,,Mollusca,no,no
Q9BH51,Conotoxin M superfamily,Mollusca,no,yes
P0CY74,Conotoxin M superfamily,Mollusca,yes,no
Q9BPH4,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDM2,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDN8,Conotoxin M superfamily,Mollusca,yes,no
A0A2I6EDM9,Conotoxin M superfamily,Mollusca,yes,no
A0A2I6EDN1,Conotoxin M superfamily,Mollusca,no,yes
P0CY73,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDN3,Conotoxin M superfamily,Mollusca,yes,yes
A0A2I6EDN2,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDN0,Conotoxin M superfamily,Mollusca,yes,yes
A0A3G3C7T5,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH3,Conotoxin M superfamily,Mollusca,no,yes
A0A2D1P890,Conotoxin M superfamily,Mollusca,no,yes
A0A125S9E6,Conotoxin M superfamily,Mollusca,no,yes
Q5I2P0,Conotoxin M superfamily,Mollusca,no,yes
Q2I2Q5,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI1,Conotoxin M superfamily,Mollusca,no,yes
Q5EHP1,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ9,Conotoxin M superfamily,Mollusca,no,yes
A0A3G3C7U2,Conotoxin M superfamily,Mollusca,no,yes
Q5EHP4,Conotoxin M superfamily,Mollusca,no,yes
Q2I2Q4,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH5,Conotoxin M superfamily,Mollusca,no,yes
P0DPL1,Conotoxin M superfamily,Mollusca,no,no
Q9BPI0,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH8,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH6,Conotoxin M superfamily,Mollusca,no,yes
A0A3G3C7V7,Conotoxin M superfamily,Mollusca,no,yes
Q2I2Q3,Conotoxin M superfamily,Mollusca,no,yes
A0A3G3C7U9,Conotoxin M superfamily,Mollusca,no,yes
Q2I2Q2,Conotoxin M superfamily,Mollusca,no,yes
Q9BP43,Conotoxin M superfamily,Mollusca,yes,no
P0C1N4,Conotoxin M superfamily,Mollusca,no,yes
P0CH23,Conotoxin M superfamily,Mollusca,yes,yes
A0A2I6EDL3,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH9,Conotoxin M superfamily,Mollusca,no,yes
P0CH21,Conotoxin M superfamily,Mollusca,yes,yes
A0A2I6EDM5,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDL7,Conotoxin M superfamily,Mollusca,yes,yes
Q5EHP2,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDL6,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDM1,Conotoxin M superfamily,Mollusca,yes,yes
P0DQV5,Conotoxin M superfamily,Mollusca,no,no
C1J5M5,Conotoxin M superfamily,Mollusca,no,yes
P0DTJ4,Conotoxin M superfamily,Mollusca,no,yes
P0C1T9,Conotoxin M superfamily,Mollusca,no,no
P0C1U1,Conotoxin M superfamily,Mollusca,no,no
P01523,Conotoxin M superfamily,Mollusca,no,yes
P0C195,Conotoxin M superfamily,Mollusca,yes,no
P0C1U2,Conotoxin M superfamily,Mollusca,no,no
P0DMA1,Conotoxin M superfamily,Mollusca,no,no
P0CH15,Conotoxin M superfamily,Mollusca,no,no
P58925,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDN5,Conotoxin M superfamily,Mollusca,no,yes
P60207,Conotoxin M superfamily,Mollusca,yes,no
P0C8V2,Conotoxin M superfamily,Mollusca,no,no
Q86DU6,Conotoxin M superfamily,Mollusca,no,yes
Q9BH73,Conotoxin M superfamily,Mollusca,no,yes
H2BKS9,Conotoxin M superfamily,Mollusca,no,yes
P0C350,Conotoxin M superfamily,Mollusca,no,no
H2BK78,Conotoxin M superfamily,Mollusca,no,yes
C0HKY6,Conotoxin M superfamily,Mollusca,no,no
C1J5M6,Conotoxin M superfamily,Mollusca,no,yes
P0C1U0,Conotoxin M superfamily,Mollusca,no,no
P01524,Conotoxin M superfamily,Mollusca,no,no
P0CH16,Conotoxin M superfamily,Mollusca,no,no
P85021,Conotoxin M superfamily,Mollusca,yes,yes
P0C8V3,Conotoxin M superfamily,Mollusca,no,no
P0CE77,Conotoxin M superfamily,Mollusca,no,no
P85022,Conotoxin M superfamily,Mollusca,no,no
P85018,Conotoxin M superfamily,Mollusca,no,no
P85019,Conotoxin M superfamily,Mollusca,no,no
P85020,Conotoxin M superfamily,Mollusca,no,no
C0HKY7,Conotoxin M superfamily,Mollusca,no,no
C1J5M7,Conotoxin M superfamily,Mollusca,no,yes
P05482,Conotoxin M superfamily,Mollusca,no,no
P0DPJ2,Conotoxin M superfamily,Mollusca,no,no
A0A7M4DUE8,Conotoxin M superfamily,Mollusca,no,no
P0C349,Conotoxin M superfamily,Mollusca,no,no
P0DKP9,Conotoxin M superfamily,Mollusca,no,yes
P0C1N1,Conotoxin M superfamily,Mollusca,no,yes
P0DPJ3,Conotoxin M superfamily,Mollusca,no,no
H2BKJ0,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ0,Conotoxin M superfamily,Mollusca,no,yes
Q5EHP3,Conotoxin M superfamily,Mollusca,no,yes
P0C7I1,Conotoxin M superfamily,Mollusca,no,yes
P56529,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ1,Conotoxin M superfamily,Mollusca,no,yes
P0C425,Conotoxin M superfamily,Mollusca,no,yes
P60245,Conotoxin M superfamily,Mollusca,no,no
A0A2I6EDM8,Conotoxin M superfamily,Mollusca,yes,yes
C0HKZ1,Conotoxin M superfamily,Mollusca,no,no
P0DKQ2,Conotoxin M superfamily,Mollusca,no,yes
P0DPJ5,Conotoxin M superfamily,Mollusca,no,no
A0A2I6EDL4,Conotoxin M superfamily,Mollusca,yes,yes
P0C1N6,Conotoxin M superfamily,Mollusca,no,yes
P0DPJ6,Conotoxin M superfamily,Mollusca,no,no
P0DQM8,Conotoxin M superfamily,Mollusca,no,no
P0CG45,Conotoxin M superfamily,Mollusca,no,no
P0DPJ7,Conotoxin M superfamily,Mollusca,no,no
P69769,Conotoxin M superfamily,Mollusca,no,yes
A0A2I6EDL2,Conotoxin M superfamily,Mollusca,no,yes
P0DQO8,Conotoxin M superfamily,Mollusca,no,no
P0DPJ8,Conotoxin M superfamily,Mollusca,no,no
Q9BP44,Conotoxin M superfamily,Mollusca,yes,no
P58926,Conotoxin M superfamily,Mollusca,no,no
P58927,Conotoxin M superfamily,Mollusca,no,yes
Q9BP55,Conotoxin M superfamily,Mollusca,yes,no
P0DP12,Other,Mollusca,no,no
P0DUR3,Conotoxin M superfamily,Mollusca,no,no
P0DUR4,Conotoxin M superfamily,Mollusca,no,no
D6C4L8,Conotoxin M superfamily,Mollusca,no,yes
A0A125S9E9,Conotoxin M superfamily,Mollusca,no,yes
P0C260,,Mollusca,no,no
P85016,Conotoxin M superfamily,Mollusca,no,no
P85023,Conotoxin M superfamily,Mollusca,no,no
D5L5Q7,Conotoxin M superfamily,Mollusca,no,yes
D5L5Q8,Conotoxin M superfamily,Mollusca,yes,yes
P85017,Conotoxin M superfamily,Mollusca,no,no
A0A2I6EDL5,Conotoxin M superfamily,Mollusca,yes,no
Q2I2P8,Conotoxin M superfamily,Mollusca,no,yes
P84713,,Mollusca,no,no
A0A125S9F0,Other,Mollusca,no,yes
D5KR59,Conotoxin O1 superfamily,Mollusca,no,yes
D6C4I3,Conotoxin O1 superfamily,Mollusca,no,yes
J7GY56,Conotoxin O1 superfamily,Mollusca,no,yes
P0CH14,Conotoxin M superfamily,Mollusca,no,yes
B0KZ78,Other,Mollusca,no,yes
C8CK77,Other,Mollusca,no,yes
B0KZ79,Other,Mollusca,no,yes
C8CK76,Other,Mollusca,no,yes
Q2I2Q6,Other,Mollusca,no,yes
C8CK74,Other,Mollusca,no,yes
C8CK79,Other,Mollusca,no,yes
C8CK78,Other,Mollusca,no,yes
C8CK75,Other,Mollusca,no,yes
P0DM15,,Mollusca,no,no
A6YR20,Conotoxin O1 superfamily,Mollusca,no,yes
A6YR21,Conotoxin O1 superfamily,Mollusca,no,yes
A6YR23,,Mollusca,no,no
A6YR24,,Mollusca,no,no
A6YR26,,Mollusca,no,no
A6YR28,,Mollusca,no,no
A6YR29,,Mollusca,no,no
A6YR30,,Mollusca,no,no
A6YR31,,Mollusca,no,no
A6YR33,,Mollusca,no,no
A6YR34,,Mollusca,no,no
A6YR36,,Mollusca,no,no
A6YR37,,Mollusca,no,no
A6YR40,Conotoxin O1 superfamily,Mollusca,no,yes
A6YR41,,Mollusca,no,no
A6YR42,Conotoxin O1 superfamily,Mollusca,no,yes
A7LI90,Conotoxin O1 superfamily,Mollusca,no,yes
A7LI91,,Mollusca,yes,no
A7LI92,Conotoxin O1 superfamily,Mollusca,no,yes
A9UH01,,Mollusca,yes,no
P0DQX6,Other,Arthropoda,no,no
P0CH39,Conotoxin A superfamily,Mollusca,no,yes
Q9TWL9,Phospholipase A2 family,Mollusca,no,no
B2KPN7,Conotoxin M superfamily,Mollusca,no,yes
Q9TWL8,,Mollusca,no,no
Q2I2P1,Other,Mollusca,no,yes
Q2I2P2,Other,Mollusca,no,yes
P0DRC4,,Mollusca,no,yes
P0DOZ2,Other,Mollusca,no,no
Q9XYR5,Other,Mollusca,no,yes
P0CB20,,Mollusca,no,yes
P0DQM6,Other,Mollusca,no,no
P0DQM7,Other,Mollusca,no,no
P85015,Other,Mollusca,no,no
P85014,Other,Mollusca,no,no
P0DL76,Other,Mollusca,no,no
P85141,Other,Mollusca,no,no
P84700,Other,Mollusca,no,no
P84701,Other,Mollusca,no,no
P05487,Other,Mollusca,no,no
P86255,Other,Mollusca,no,no
A0A5C2A2T2,Phospholipase A2 family,Mollusca,no,yes
A0A5C1ZXT8,Phospholipase A2 family,Mollusca,no,yes
A0A5C1ZW08,Phospholipase A2 family,Mollusca,no,yes
P0DL71,Other,Mollusca,no,no
A0A1P8NVR5,Other,Mollusca,no,yes
P0DP19,Other,Mollusca,no,no
P0C250,Other,Mollusca,no,yes
P0DUA6,,Mollusca,no,yes
A0A1P8NVS2,Other,Mollusca,no,yes
Q2I2P3,Other,Mollusca,no,yes
Q9NDA7,Other,Mollusca,no,yes
A0A1P8NVU0,Other,Mollusca,no,yes
P0DUA7,,Mollusca,no,yes
P0DPQ2,Other,Mollusca,no,no
P0DUQ9,Other,Mollusca,no,no
A0A1P8NVR4,Other,Mollusca,no,yes
A0A1P8NVS8,Other,Mollusca,no,yes
Q9NDA5,Other,Mollusca,no,yes
W4VSA0,Other,Mollusca,no,yes
P0DUC8,Other,Mollusca,no,no
P0DPQ0,Other,Mollusca,no,no
P0DUA8,,Mollusca,no,yes
Q9NDA6,Other,Mollusca,no,yes
P0DUC6,Other,Mollusca,no,no
P0DPQ1,Other,Mollusca,no,no
P0DUA9,,Mollusca,no,yes
P0DUC7,Other,Mollusca,no,no
P0DP16,Other,Mollusca,yes,yes
P0DP20,Other,Mollusca,no,no
P0DP17,Other,Mollusca,no,no
P0DP13,Other,Mollusca,no,no
P0DP14,Other,Mollusca,no,no
P58785,Other,Mollusca,no,no
P58784,Other,Mollusca,no,yes
P0C248,Other,Mollusca,no,yes
P0CY84,Other,Mollusca,no,yes
P0DUC5,Other,Mollusca,no,no
A0A1P8NVS9,Other,Mollusca,no,yes
A0A1P8NVT3,Other,Mollusca,no,yes
X5IFY8,Other,Mollusca,no,yes
P0C249,Other,Mollusca,no,no
P0DUC3,Other,Mollusca,no,no
A0A0K8TU78,Other,Mollusca,yes,yes
A0A1P8NVS3,Other,Mollusca,no,yes
A0A1P8NVU1,Other,Mollusca,yes,yes
P62903,Other,Mollusca,no,yes
P58786,Other,Mollusca,no,yes
P58787,Other,Mollusca,no,yes
P0C837,Other,Mollusca,no,yes
P83047,Other,Mollusca,no,no
F5C3T9,Other,Mollusca,no,yes
P0DP18,Other,Mollusca,no,no
P0DUC4,Other,Mollusca,no,no
Q9GU57,Other,Mollusca,no,yes
Q8I6V7,Other,Mollusca,no,yes
P81727,Other,Mollusca,no,no
A0A125S9F6,Other,Mollusca,no,yes
P0DTJ6,Other,Mollusca,no,yes
Q2I2P4,Other,Mollusca,no,yes
Q9GU58,Other,Mollusca,no,yes
P83390,Other,Mollusca,no,no
A0A0F7YYX3,,Mollusca,no,yes
B3SVF1,Conotoxin M superfamily,Mollusca,no,yes
B3SVF0,Conotoxin M superfamily,Mollusca,no,yes
V5V9Y7,Other,Mollusca,no,yes
V5V893,Other,Mollusca,no,yes
A0A1X9QHL1,Other,Cnidaria,no,yes
P0DUG3,Other,Cnidaria,yes,no
P0C1M1,Other,Arthropoda,no,no
P0C1M2,Other,Arthropoda,no,no
P0C1M3,Other,Arthropoda,no,no
A0SPI1,Other,Arthropoda,no,yes
P17233,Other,Arthropoda,no,no
P01518,Other,Arthropoda,no,no
